Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE589, 8.52324E-010,   155.94,    18.4817,  -162.35, 3.84182E-010,   -65.38,          0,     0.00,    18.4817,  -162.35, 8.52324E-010,   -24.06,    18.4817,    17.65, 3.84182E-010,   114.62,          0,     0.00,    18.4817,    17.65
Line.LINE590,    9.31586,   -41.50, 4.27629E-010,  -158.02, 4.6657E-010,    86.42,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 4.27629E-010,    21.98, 4.6657E-010,   -93.58,          0,     0.00,    9.31586,   138.50
Line.LINE591,    9.29206,   -41.56, 1.35686E-010,    72.14, 1.17321E-010,    97.13,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.35686E-010,  -107.86, 1.17321E-010,   -82.87,          0,     0.00,    9.29206,   138.44
Line.LINE592, 3.6246E-010,   -29.46,    9.19875,  -162.19, 5.90922E-010,   -99.93,          0,     0.00,    9.19875,  -162.19, 3.6246E-010,   150.54,    9.19875,    17.81, 5.90922E-010,    80.07,          0,     0.00,    9.19875,    17.81
Line.LINE593,    64.9697,   -41.62,    55.5071,  -162.23,    45.3764,    78.23,          0,     0.00,    16.4371,   -72.41,    64.9697,   138.38,    55.5071,    17.77,    45.3764,  -101.77,          0,     0.00,    16.4371,   107.59
Line.LINE594, 7.09697E-011,   -30.84,    9.23879,  -162.35, 3.41757E-011,    25.20,          0,     0.00,    9.23879,  -162.35, 7.09697E-011,   149.16,    9.23879,    17.65, 3.41757E-011,  -154.80,          0,     0.00,    9.23879,    17.65
Line.LINE595, 1.18444E-010,   -47.49, 1.45519E-010,   180.00,    9.02706,    78.30,          0,     0.00,    9.02706,    78.30, 1.18444E-010,   132.51, 1.45519E-010,     0.00,    9.02706,  -101.70,          0,     0.00,    9.02706,  -101.70
Line.LINE596, 4.44251E-010,    31.61, 4.46959E-009,  -158.61, 4.67984E-009,    84.29,          0,     0.00, 4.65115E-009,   135.51, 4.44251E-010,  -148.39, 4.46959E-009,    21.39, 4.67984E-009,   -95.71,          0,     0.00, 4.65115E-009,   -44.49
Line.LINE597, 7.63066E-010,   164.48,    18.4817,  -162.35, 3.59416E-010,   -65.64,          0,     0.00,    18.4817,  -162.35, 7.63066E-010,   -15.52,    18.4817,    17.65, 3.59416E-010,   114.36,          0,     0.00,    18.4817,    17.65
Line.LINE598,    9.31586,   -41.50, 6.697E-011,   -12.55, 7.27596E-012,   180.00,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 6.697E-011,   167.45, 7.27596E-012,     0.00,          0,     0.00,    9.31586,   138.50
Line.LINE599,    9.29206,   -41.56, 1.46304E-010,   138.78, 2.33285E-010,   -93.58,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.46304E-010,   -41.22, 2.33285E-010,    86.42,          0,     0.00,    9.29206,   138.44
Line.LINE600, 5.40289E-010,    -0.77,    9.19875,  -162.19, 7.0588E-010,   -98.30,          0,     0.00,    9.19875,  -162.19, 5.40289E-010,   179.23,    9.19875,    17.81, 7.0588E-010,    81.70,          0,     0.00,    9.19875,    17.81
Line.LINE601, 3.92798E-012,    93.11, 3.83272E-012,   113.14,    9.06225,    78.24,          0,     0.00,    9.06225,    78.24, 3.92798E-012,   -86.89, 3.83272E-012,   -66.86,    9.06225,  -101.76,          0,     0.00,    9.06225,  -101.76
Line.LINE602,    64.9697,   -41.62,    55.5071,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7385,   -82.75,    64.9697,   138.38,    55.5071,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7385,    97.25
Line.LINE603, 2.56116E-011,   -16.50,    9.23879,  -162.35, 1.93361E-011,   -48.81,          0,     0.00,    9.23879,  -162.35, 2.56116E-011,   163.50,    9.23879,    17.65, 1.93361E-011,   131.19,          0,     0.00,    9.23879,    17.65
Line.LINE604, 1.22022E-011,  -116.57, 2.03369E-011,  -169.70, 1.81899E-012,   180.00,          0,     0.00, 3.09228E-011,  -151.93, 1.22022E-011,    63.43, 2.03369E-011,    10.30, 1.81899E-012,     0.00,          0,     0.00, 3.09228E-011,    28.07
Line.LINE605, 2.80767E-011,   -65.10, 1.95911E-011,   111.80, 7.27596E-012,   180.00,          0,     0.00, 7.77073E-012,  -110.56, 2.80767E-011,   114.90, 1.95911E-011,   -68.20, 7.27596E-012,     0.00,          0,     0.00, 7.77073E-012,    69.44
Line.LINE606, 8.80587E-012,   133.43, 8.66042E-012,    28.42,    9.02706,    78.30,          0,     0.00,    9.02706,    78.30, 8.80587E-012,   -46.57, 8.66042E-012,  -151.58,    9.02706,  -101.70,          0,     0.00,    9.02706,  -101.70
Line.LINE607, 7.35986E-013,   105.11, 1.92851E-012,   -23.45, 4.54747E-013,   180.00,          0,     0.00, 1.1241E-012,    -2.90, 7.35986E-013,   -74.89, 1.92851E-012,   156.55, 4.54747E-013,     0.00,          0,     0.00, 1.1241E-012,   177.10
Line.LINE608, 1.75228E-009,    94.76, 3.28035E-009,  -152.53, 3.31119E-009,    79.88,          0,     0.00, 4.27985E-009,   125.31, 1.75228E-009,   -85.24, 3.28035E-009,    27.47, 3.31119E-009,  -100.12,          0,     0.00, 4.27985E-009,   -54.69
Line.LINE609, 7.65937E-010,   164.94,    18.4817,  -162.35, 3.40851E-010,   -63.71,          0,     0.00,    18.4817,  -162.35, 7.65937E-010,   -15.06,    18.4817,    17.65, 3.40851E-010,   116.29,          0,     0.00,    18.4817,    17.65
Line.LINE610,    9.31586,   -41.50, 5.1372E-012,   160.61, 4.54747E-013,   180.00,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 5.1372E-012,   -19.39, 4.54747E-013,     0.00,          0,     0.00,    9.31586,   138.50
Line.LINE611,    9.29206,   -41.56, 3.33655E-010,    10.68, 2.33285E-010,   -93.58,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 3.33655E-010,  -169.32, 2.33285E-010,    86.42,          0,     0.00,    9.29206,   138.44
Line.LINE612, 1.0262E-009,   -24.95,    9.19875,  -162.19, 2.48663E-010,  -110.56,          0,     0.00,    9.19875,  -162.19, 1.0262E-009,   155.05,    9.19875,    17.81, 2.48663E-010,    69.44,          0,     0.00,    9.19875,    17.81
Line.LINE613, 1.02407E-011,   112.86, 3.90289E-012,  -115.45,    9.06225,    78.24,          0,     0.00,    9.06225,    78.24, 1.02407E-011,   -67.14, 3.90289E-012,    64.55,    9.06225,  -101.76,          0,     0.00,    9.06225,  -101.76
Line.LINE614,    64.9697,   -41.62,    55.5071,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7385,   -82.75,    64.9697,   138.38,    55.5071,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7385,    97.25
Line.LINE615, 8.13477E-012,   -26.57,    9.23879,  -162.35, 1.48055E-011,   100.62,          0,     0.00,    9.23879,  -162.35, 8.13477E-012,   153.43,    9.23879,    17.65, 1.48055E-011,   -79.38,          0,     0.00,    9.23879,    17.65
Line.LINE616, 1.87497E-011,   -50.91, 1.38828E-011,    31.61, 7.27596E-012,   180.00,          0,     0.00, 1.7915E-011,   -23.96, 1.87497E-011,   129.09, 1.38828E-011,  -148.39, 7.27596E-012,     0.00,          0,     0.00, 1.7915E-011,   156.04
Line.LINE617, 1.87497E-011,   -50.91, 1.38828E-011,    31.61, 7.27596E-012,   180.00,          0,     0.00, 1.7915E-011,   -23.96, 1.87497E-011,   129.09, 1.38828E-011,  -148.39, 7.27596E-012,     0.00,          0,     0.00, 1.7915E-011,   156.04
Line.LINE618, 1.77538E-011,  -120.18, 6.22851E-012,    27.15,    9.02706,    78.30,          0,     0.00,    9.02706,    78.30, 1.77538E-011,    59.82, 6.22851E-012,  -152.85,    9.02706,  -101.70,          0,     0.00,    9.02706,  -101.70
Line.LINE619, 2.50766E-009,    68.20, 3.0718E-009,  -152.95, 2.79639E-009,    92.39,          0,     0.00, 4.19136E-009,   117.28, 2.50766E-009,  -111.80, 3.0718E-009,    27.05, 2.79639E-009,   -87.61,          0,     0.00, 4.19136E-009,   -62.72
Line.LINE620, 9.00141E-010,   166.53,    18.4817,  -162.35, 4.3266E-010,   -70.35,          0,     0.00,    18.4817,  -162.35, 9.00141E-010,   -13.47,    18.4817,    17.65, 4.3266E-010,   109.65,          0,     0.00,    18.4817,    17.65
Line.LINE621,    9.29206,   -41.56, 1.37636E-011,     1.89, 5.9222E-011,   100.62,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.37636E-011,  -178.11, 5.9222E-011,   -79.38,          0,     0.00,    9.29206,   138.44
Line.LINE622, 7.64186E-010,   -13.21,    9.19875,  -162.19, 2.74565E-010,   122.01,          0,     0.00,    9.19875,  -162.19, 7.64186E-010,   166.79,    9.19875,    17.81, 2.74565E-010,   -57.99,          0,     0.00,    9.19875,    17.81
Line.LINE623, 3.19194E-010,   -26.21,    9.20787,  -162.21, 1.3098E-010,   -90.80,          0,     0.00,    9.20787,  -162.21, 3.19194E-010,   153.79,    9.20787,    17.79, 1.3098E-010,    89.20,          0,     0.00,    9.20787,    17.79
Line.LINE624,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE625, 1.54346E-011,   -45.00,    9.23879,  -162.35, 2.19035E-011,    94.76,          0,     0.00,    9.23879,  -162.35, 1.54346E-011,   135.00,    9.23879,    17.65, 2.19035E-011,   -85.24,          0,     0.00,    9.23879,    17.65
Line.LINE626, 1.35887E-009,    43.26, 3.29272E-009,  -171.87, 2.79639E-009,    87.61,          0,     0.00, 3.90686E-009,   123.45, 1.35887E-009,  -136.74, 3.29272E-009,     8.13, 2.79639E-009,   -92.39,          0,     0.00, 3.90686E-009,   -56.55
Line.LINE627, 8.51712E-010,   163.31,    18.4817,  -162.35, 3.76966E-010,   -67.89,          0,     0.00,    18.4817,  -162.35, 8.51712E-010,   -16.69,    18.4817,    17.65, 3.76966E-010,   112.11,          0,     0.00,    18.4817,    17.65
Line.LINE628,    9.29206,   -41.56, 1.01978E-011,   -53.39,          0,     0.00,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.01978E-011,   126.61,          0,     0.00,          0,     0.00,    9.29206,   138.44
Line.LINE629, 6.45861E-010,   -10.38,    9.19875,  -162.19, 4.73776E-010,   100.62,          0,     0.00,    9.19875,  -162.19, 6.45861E-010,   169.62,    9.19875,    17.81, 4.73776E-010,   -79.38,          0,     0.00,    9.19875,    17.81
Line.LINE630, 2.92571E-010,   -34.46,    9.20787,  -162.21, 5.82077E-011,   -90.00,          0,     0.00,    9.20787,  -162.21, 2.92571E-010,   145.54,    9.20787,    17.79, 5.82077E-011,    90.00,          0,     0.00,    9.20787,    17.79
Line.LINE631,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE632, 2.99995E-011,   -14.04,    9.23879,  -162.35, 2.9118E-011,    91.79,          0,     0.00,    9.23879,  -162.35, 2.99995E-011,   165.96,    9.23879,    17.65, 2.9118E-011,   -88.21,          0,     0.00,    9.23879,    17.65
Line.LINE633, 1.77319E-009,    23.20, 3.00489E-009,  -171.09, 4.66243E-009,    87.14,          0,     0.00, 5.01296E-009,   102.75, 1.77319E-009,  -156.80, 3.00489E-009,     8.91, 4.66243E-009,   -92.86,          0,     0.00, 5.01296E-009,   -77.25
Line.LINE634, 7.66379E-010,   163.88,    18.4817,  -162.35, 4.29112E-010,   -71.72,          0,     0.00,    18.4817,  -162.35, 7.66379E-010,   -16.12,    18.4817,    17.65, 4.29112E-010,   108.28,          0,     0.00,    18.4817,    17.65
Line.LINE635, 2.81552E-010,   -11.36,    9.19875,  -162.19, 4.71311E-010,    98.88,          0,     0.00,    9.19875,  -162.19, 2.81552E-010,   168.64,    9.19875,    17.81, 4.71311E-010,   -81.12,          0,     0.00,    9.19875,    17.81
Line.LINE636, 1.39032E-010,    -2.25,    9.20787,  -162.21, 1.17321E-010,   -97.13,          0,     0.00,    9.20787,  -162.21, 1.39032E-010,   177.75,    9.20787,    17.79, 1.17321E-010,    82.87,          0,     0.00,    9.20787,    17.79
Line.LINE637,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE638,          0,     0.00,    9.23879,  -162.35,          0,     0.00,          0,     0.00,    9.23879,  -162.35,          0,     0.00,    9.23879,    17.65,          0,     0.00,          0,     0.00,    9.23879,    17.65
Line.LINE639, 5.4913E-010,   122.01, 2.91038E-010,  -126.87, 3.77049E-009,    98.88,          0,     0.00, 4.09444E-009,   104.83, 5.4913E-010,   -57.99, 2.91038E-010,    53.13, 3.77049E-009,   -81.12,          0,     0.00, 4.09444E-009,   -75.17
Line.LINE640, 7.39201E-010,   163.71,    18.4817,  -162.35, 3.47998E-010,   -66.92,          0,     0.00,    18.4817,  -162.35, 7.39201E-010,   -16.29,    18.4817,    17.65, 3.47998E-010,   113.08,          0,     0.00,    18.4817,    17.65
Line.LINE641, 3.04233E-010,     8.60,    9.19875,  -162.19, 4.70243E-010,    98.00,          0,     0.00,    9.19875,  -162.19, 3.04233E-010,  -171.40,    9.19875,    17.81, 4.70243E-010,   -82.00,          0,     0.00,    9.19875,    17.81
Line.LINE642, 7.47313E-011,    76.81,    9.20787,  -162.21, 1.75228E-010,   -94.76,          0,     0.00,    9.20787,  -162.21, 7.47313E-011,  -103.19,    9.20787,    17.79, 1.75228E-010,    85.24,          0,     0.00,    9.20787,    17.79
Line.LINE643,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE644, 7.19989E-010,  -104.04, 2.03311E-009,   166.76, 9.94653E-010,    69.44,          0,     0.00, 1.93491E-009,   158.84, 7.19989E-010,    75.96, 2.03311E-009,   -13.24, 9.94653E-010,  -110.56,          0,     0.00, 1.93491E-009,   -21.16
Line.LINE645, 8.39129E-010,   166.40,    18.4817,  -162.35, 4.30267E-010,   -71.26,          0,     0.00,    18.4817,  -162.35, 8.39129E-010,   -13.60,    18.4817,    17.65, 4.30267E-010,   108.74,          0,     0.00,    18.4817,    17.65
Line.LINE646, 1.01736E-010,   141.26,    9.19875,  -162.19, 7.00913E-010,    94.76,          0,     0.00,    9.19875,  -162.19, 1.01736E-010,   -38.74,    9.19875,    17.81, 7.00913E-010,   -85.24,          0,     0.00,    9.19875,    17.81
Line.LINE647, 5.03975E-011,    97.00,    9.20787,  -162.21, 1.75228E-010,   -94.76,          0,     0.00,    9.20787,  -162.21, 5.03975E-011,   -83.00,    9.20787,    17.79, 1.75228E-010,    85.24,          0,     0.00,    9.20787,    17.79
Line.LINE648,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE649, 3.72711E-010,  -141.34, 1.44497E-009,     9.27, 1.39698E-009,    90.00,          0,     0.00, 1.79997E-009,    50.91, 3.72711E-010,    38.66, 1.44497E-009,  -170.73, 1.39698E-009,   -90.00,          0,     0.00, 1.79997E-009,  -129.09
Line.LINE650, 4.7956E-010,   158.18,    18.4817,  -162.35, 4.79993E-010,   -75.96,          0,     0.00,    18.4817,  -162.35, 4.7956E-010,   -21.82,    18.4817,    17.65, 4.79993E-010,   104.04,          0,     0.00,    18.4817,    17.65
Line.LINE651, 8.89493E-011,    52.90,    9.19875,  -162.19, 1.30156E-010,   116.57,          0,     0.00,    9.19875,  -162.19, 8.89493E-011,  -127.10,    9.19875,    17.81, 1.30156E-010,   -63.43,          0,     0.00,    9.19875,    17.81
Line.LINE652, 4.40829E-011,   -17.41,    9.20787,  -162.21, 2.33086E-010,   -92.68,          0,     0.00,    9.20787,  -162.21, 4.40829E-011,   162.59,    9.20787,    17.79, 2.33086E-010,    87.32,          0,     0.00,    9.20787,    17.79
Line.LINE653,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE654, 1.45519E-010,    53.13, 1.06855E-009,    60.64, 1.41625E-009,    99.46,          0,     0.00, 2.47383E-009,    81.20, 1.45519E-010,  -126.87, 1.06855E-009,  -119.36, 1.41625E-009,   -80.54,          0,     0.00, 2.47383E-009,   -98.80
Line.LINE655, 3.74729E-010,   -36.31,    9.24102,  -162.35, 4.79993E-010,    75.96,          0,     0.00,    9.24102,  -162.35, 3.74729E-010,   143.69,    9.24102,    17.65, 4.79993E-010,  -104.04,          0,     0.00,    9.24102,    17.65
Line.LINE656, 2.37004E-011,  -171.17,    9.24072,  -162.35, 5.82077E-011,   -90.00,          0,     0.00,    9.24072,  -162.35, 2.37004E-011,     8.83,    9.24072,    17.65, 5.82077E-011,    90.00,          0,     0.00,    9.24072,    17.65
Line.LINE657, 1.35072E-010,   107.03,    9.19875,  -162.19, 4.69285E-010,    97.13,          0,     0.00,    9.19875,  -162.19, 1.35072E-010,   -72.97,    9.19875,    17.81, 4.69285E-010,   -82.87,          0,     0.00,    9.19875,    17.81
Line.LINE658, 1.01669E-010,   176.92,    9.20787,  -162.21, 1.17321E-010,   -97.13,          0,     0.00,    9.20787,  -162.21, 1.01669E-010,    -3.08,    9.20787,    17.79, 1.17321E-010,    82.87,          0,     0.00,    9.20787,    17.79
Line.LINE659,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE660, 2.13992E-010,   125.31, 6.52122E-010,   100.93, 1.05137E-009,    85.24,          0,     0.00, 1.86951E-009,    94.91, 2.13992E-010,   -54.69, 6.52122E-010,   -79.07, 1.05137E-009,   -94.76,          0,     0.00, 1.86951E-009,   -85.09
Line.LINE661, 4.4148E-010,  -177.64,    9.24102,  -162.35, 2.48663E-010,    69.44,          0,     0.00,    9.24102,  -162.35, 4.4148E-010,     2.36,    9.24102,    17.65, 2.48663E-010,  -110.56,          0,     0.00,    9.24102,    17.65
Line.LINE662, 1.02918E-010,   157.94,    9.24072,  -162.35, 5.83212E-011,   -86.42,          0,     0.00,    9.24072,  -162.35, 1.02918E-010,   -22.06,    9.24072,    17.65, 5.83212E-011,    93.58,          0,     0.00,    9.24072,    17.65
Line.LINE663, 1.03171E-010,   170.87,    9.19875,  -162.19, 4.66173E-010,    92.68,          0,     0.00,    9.19875,  -162.19, 1.03171E-010,    -9.13,    9.19875,    17.81, 4.66173E-010,   -87.32,          0,     0.00,    9.19875,    17.81
Line.LINE664, 4.49535E-011,   -43.46,    9.20787,  -162.21, 5.82077E-011,   -90.00,          0,     0.00,    9.20787,  -162.21, 4.49535E-011,   136.54,    9.20787,    17.79, 5.82077E-011,    90.00,          0,     0.00,    9.20787,    17.79
Line.LINE665,    64.9697,   -41.62,    46.2992,  -162.23,    36.3142,    78.23,          0,     0.00,    24.7677,   -61.32,    64.9697,   138.38,    46.2992,    17.77,    36.3142,  -101.77,          0,     0.00,    24.7677,   118.68
Line.LINE666, 2.25906E-010,   -14.93, 4.93908E-010,   135.00, 7.567E-010,    67.38,          0,     0.00, 1.00239E-009,    80.81, 2.25906E-010,   165.07, 4.93908E-010,   -45.00, 7.567E-010,  -112.62,          0,     0.00, 1.00239E-009,   -99.19
